115,232,57.660217,qa13hdbbe403:32103
116,291,1084.575768,qa13hdbbe403:32103
117,268,316.687965,qa13hdbbe403:32103
118,265,827.708885,qa13hdbbe403:32103
119,255,864.928307,qa13hdbbe403:32103
120,344,8350.579605,qa13hdbbe403:32103
121,270,1153.4627,qa13hdbbe403:32103
122,273,4993.601669,qa13hdbbe403:32103
123,251,1220.031258,qa13hdbbe403:32103
124,244,255.644638,qa13hdbbe403:32103
125,259,1478.287376,qa13hdbbe403:32103
126,277,1073.631912,qa13hdbbe403:32103
127,285,1033.125931,qa13hdbbe403:32103
128,289,2064.962715,qa13hdbbe403:32103
129,245,57.152405,qa13hdbbe403:32103
130,287,2034.343163,qa13hdbbe403:32103
131,237,38.464844,qa13hdbbe403:32103
132,293,1647.870567,qa13hdbbe403:32103
133,244,55.472717,qa13hdbbe403:32103
134,288,1636.468224,qa13hdbbe403:32103
135,287,569.45517,qa13hdbbe403:32103
136,357,9324.015465,qa13hdbbe403:32103
137,297,1787.894432,qa13hdbbe403:32103
138,298,1898.108406,qa13hdbbe403:32103
139,265,97.093857,qa13hdbbe403:32103
140,434,9203.874413,qa13hdbbe403:32103
141,288,1043.293762,qa13hdbbe403:32103
142,446,23476.297249,qa13hdbbe403:32103
143,334,6360.321198,qa13hdbbe403:32103
144,283,2557.299629,qa13hdbbe403:32103
145,299,3033.602585,qa13hdbbe403:32103
146,295,2879.183022,qa13hdbbe403:32103
147,290,1645.913467,qa13hdbbe403:32103
148,297,1816.225967,qa13hdbbe403:32103
149,295,1004.992882,qa13hdbbe403:32103
150,300,814.969444,qa13hdbbe403:32103
151,301,2275.3564,qa13hdbbe403:32103
152,434,16825.606354,qa13hdbbe403:32103
153,299,1307.457916,qa13hdbbe403:32103
154,137,1035.825104,qa13hdbbe403:32103
155,297,1537.798759,qa13hdbbe403:32103
156,260,2049.975975,qa13hdbbe403:32103
157,283,1873.870506,qa13hdbbe403:32103
158,290,1873.870506,qa13hdbbe403:32103
159,300,1846.097069,qa13hdbbe403:32103
160,283,2201.291481,qa13hdbbe403:32103
161,374,2361.651756,qa13hdbbe403:32103
162,287,1028.860168,qa13hdbbe403:32103
163,293,6074.831505,qa13hdbbe403:32103
164,294,3820.185478,qa13hdbbe403:32103
165,288,2036.709785,qa13hdbbe403:32103
166,291,1989.416817,qa13hdbbe403:32103
167,287,735.086632,qa13hdbbe403:32103
168,282,1922.581444,qa13hdbbe403:32103
169,271,1671.112755,qa13hdbbe403:32103
170,308,1858.286934,qa13hdbbe403:32103
171,260,377.753441,qa13hdbbe403:32103
172,280,530.789192,qa13hdbbe403:32103
173,336,8523.947144,qa13hdbbe403:32103
174,258,56.597717,qa13hdbbe403:32103
175,236,54.375061,qa13hdbbe403:32103
176,231,52.757874,qa13hdbbe403:32103
177,235,52.757874,qa13hdbbe403:32103
178,225,55.460999,qa13hdbbe403:32103
179,231,55.433655,qa13hdbbe403:32103
180,242,56.906311,qa13hdbbe403:32103
181,235,55.394592,qa13hdbbe403:32103
182,234,52.722717,qa13hdbbe403:32103
183,228,54.539124,qa13hdbbe403:32103
184,244,54.171936,qa13hdbbe403:32103
185,273,707.845482,qa13hdbbe403:32103
186,278,1748.173019,qa13hdbbe403:32103
187,321,6913.737297,qa13hdbbe403:32103
188,281,381.887321,qa13hdbbe403:32103
189,287,1677.814056,qa13hdbbe403:32103
190,263,172.766182,qa13hdbbe403:32103
191,295,3809.960686,qa13hdbbe403:32103
192,238,57.359436,qa13hdbbe403:32103
193,295,4762.459984,qa13hdbbe403:32103
194,233,57.222717,qa13hdbbe403:32103
195,244,58.023499,qa13hdbbe403:32103
196,240,58.003967,qa13hdbbe403:32103
197,237,57.312561,qa13hdbbe403:32103
198,245,422.144661,qa13hdbbe403:32103
199,259,57.085999,qa13hdbbe403:32103
200,243,56.441467,qa13hdbbe403:32103
201,238,69.445374,qa13hdbbe403:32103
202,244,69.894592,qa13hdbbe403:32103
203,249,54.65625,qa13hdbbe403:32103
204,151,42.09375,qa13hdbbe403:32103
205,246,68.714905,qa13hdbbe403:32103
206,145,44.511719,qa13hdbbe403:32103
207,240,67.351624,qa13hdbbe403:32103
208,232,59.222717,qa13hdbbe403:32103
209,146,43.859375,qa13hdbbe403:32103
210,243,69.41803,qa13hdbbe403:32103
211,258,60.039124,qa13hdbbe403:32103
212,266,60.093811,qa13hdbbe403:32103
213,154,42.472656,qa13hdbbe403:32103
214,243,56.597717,qa13hdbbe403:32103
215,236,56.597717,qa13hdbbe403:32103
216,243,55.941467,qa13hdbbe404:32103
217,234,30.476563,qa13hdbbe403:32103
218,242,55.375061,qa13hdbbe403:32103
219,241,63.339905,qa13hdbbe403:32103
220,248,63.339905,qa13hdbbe403:32103
221,239,49.058594,qa13hdbbe403:32103
222,246,56.183655,qa13hdbbe403:32103
223,235,48.484375,qa13hdbbe403:32103
224,248,53.23053,qa13hdbbe403:32103
225,249,53.757874,qa13hdbbe404:32103
226,253,56.652405,qa13hdbbe404:32103
227,242,56.078186,qa13hdbbe403:32103
228,292,1155.319206,qa13hdbbe404:32103
229,290,1155.319206,qa13hdbbe404:32103
230,288,1380.866264,qa13hdbbe404:32103
231,274,66.894592,qa13hdbbe404:32103
232,275,75.867249,qa13hdbbe404:32103
233,281,75.597717,qa13hdbbe404:32103
234,278,75.496155,qa13hdbbe404:32103
235,276,77.13678,qa13hdbbe404:32103
236,268,62.488342,qa13hdbbe404:32103
237,277,65.558655,qa13hdbbe404:32103
238,281,64.04303,qa13hdbbe404:32103
239,274,75.972717,qa13hdbbe404:32103
240,268,1145.444389,qa13hdbbe404:32103
241,300,2768.067291,qa13hdbbe404:32103
